region,admin,stid,year,month,date,depth,sechi,temp_b,salinity_b,pH_b,DO_b,COD_b,NH3-N_b,NO2-_b,NO3-_b,DIN_b,TN_b,DIP_b,TP_b,SAS_b,SS_b,Chla_b
Jeju,Sungsanpo,CJ2607,2019,11,2019-11-05,19,10.1,20.81,33.69,8.15,7.65,1.04,6.09,5.32,49.83,61.24,172.98,7.1,16.9,198.74,1.85,1.17
Jeju,Sungsanpo,CJ2607,2020,2,2020-02-19,16,7.5,15.02,34.45,8.28,8.52,1.85,4.1,4.06,72.77,80.93,126.88,10.14,13.3,245.11,21.9,0.54
Jeju,Sungsanpo,CJ2607,2020,5,2020-05-18,18.5,9,16.3,33.54,8.39,8.63,1.96,5.68,1.51,13.06,20.26,145.87,2.82,12.77,122.16,4.25,1.09
Jeju,Sungsanpo,CJ2607,2020,8,2020-08-19,16,14.7,25.45,32.24,8.4,7,1.07,2.72,0.64,10.09,13.45,189.49,0.01,11.69,156.83,2.7,0.67
Jeju,Sungsanpo,CJ2607,2020,11,2020-11-09,16.3,7.9,20.57,33.93,8.34,8.22,0.81,8.53,3.68,22.37,34.58,134.04,8.37,11.01,132.64,3.45,1.3
Jeju,Sungsanpo,CJ2607,2021,2,2021-02-14,15,7.5,14.86,34.67,8.28,8.81,0.88,1.27,4.3,60.17,65.74,142.45,7.32,16.86,162.23,19.05,0.59
Jeju,Sungsanpo,CJ2607,2021,5,2021-05-30,16,10,17.54,34.34,8.22,8.2,0.5,3.2,1.9,26,31.1,125.6,3.3,11.1,194.1,31.5,1.47
Jeju,Sungsanpo,CJ2607,2021,8,2021-08-31,16,9,21.51,32.64,8.17,7.05,1.54,6,3.8,56.2,66,155.6,5.8,15.07,175.78,22,1.25
Jeju,Sungsanpo,CJ2607,2021,11,2021-11-18,16,12,19.34,33.99,8.11,7.88,1,8.13,5.6,48.33,62.06,219.52,10.23,19.1,175.84,23.35,0.67
Jeju,Sungsanpo,CJ2607,2022,2,2022-02-25,18,12,13.77,34.32,8.22,8.55,0.58,3.6,2.9,27.3,33.8,136,13.1,17.2,225.8,3.7,0.38
Jeju,Sungsanpo,CJ2607,2022,5,2022-05-17,17,8,17.27,34.31,8.18,8.03,2.9,0.4,2,22.8,25.2,127.5,2.2,15.3,182.1,7.8,1.14
Jeju,Sungsanpo,CJ2607,2022,8,2022-08-17,21,18,23.83,31.55,8.2,6.5,2.1,11.1,2.2,26.2,39.4,148.1,3.3,8.7,250.6,4.1,0.55
Jeju,Sungsanpo,CJ2607,2022,11,2022-11-09,30,15,19.48,33.9,8.14,6.61,1.23,4.5,5.2,67.7,77.4,146.7,11.4,19.9,271,8.1,0.51
Jeju,Sungsanpo,CJ2607,2023,2,2023-02-17,16,13,14.14,34.44,8.37,8.63,2.04,3.33,4.52,85.74,93.59,150.61,15.41,19.69,281.09,23.65,0.12
Jeju,Sungsanpo,CJ2607,2023,5,2023-05-24,23,7.4,17.51,34.06,8.51,9.18,1.77,8.92,1.64,23.79,34.34,107.77,4.74,13.73,194.85,33.15,1.49
Jeju,Sungsanpo,CJ2607,2023,8,2023-08-14,24,5.1,26.54,32.25,7.69,6.4,1.25,5.07,1.92,14.35,21.34,124.42,1.89,12.03,171.16,5.95,0.55
Jeju,Sungsanpo,CJ2607,2023,11,2023-11-21,23,10.5,19.57,33.86,8.12,6.97,1.19,5.49,4.28,36.51,46.28,90.52,6.76,13.45,174.66,12.1,0.43
Jeju,Sungsanpo,CJ2607,2024,3,2024-03-04,29.5,9.5,14.56,34.36,8.19,8.38,0.87,1.78,3.84,91.88,97.5,157.93,12.56,19.13,290.44,17.4,0.46
Jeju,Sungsanpo,CJ2607,2024,5,2024-05-09,13,5.5,17.17,34.22,8.21,8.32,0.31,5.56,1.85,32.26,39.66,173.73,5.33,23.93,212.38,19,0.55
Jeju,Sungsanpo,CJ2607,2024,8,2024-08-15,15,7.5,26.54,30.26,8.19,7.16,0.8,29.41,0.66,24.96,55.03,112.85,0.25,6.98,140.7,11.05,0.64
Jeju,Sungsanpo,CJ2607,2024,11,2024-11-20,16,8.5,20.97,33.96,8.02,8.62,0.6,3.68,4.94,50.3,58.93,129.91,8.06,12.52,183.4,9.3,0.35
Jeju,Jeju,CJ2601,2014,2,2014-02-05,12,6.5,14.21,34.28,8.2,8.57,0.38,4.2,2,66.8,73,223.6,15.2,17.4,369.4,55,0.44
Jeju,Jeju,CJ2601,2014,5,2014-05-29,15,10,18.24,33.88,8.19,8.33,0.8,17.4,2.4,14.7,34.4,208.2,5.6,13.9,188.1,5.8,0.15
Jeju,Jeju,CJ2601,2014,8,2014-08-13,14,8,19.84,33.24,8.17,6.96,0.35,4.7,1.7,74.3,80.7,252.9,5.6,11,304.6,10.6,0.12
Jeju,Jeju,CJ2601,2014,11,2014-11-19,16,9,17.85,32.69,8.16,7.77,0.85,6.6,4.4,50.4,61.4,234.4,3.3,10.9,257.6,13.2,1.51
Jeju,Jeju,CJ2601,2015,2,2015-02-10,10,7,13.21,34.1,8.18,8.78,0.66,3.3,2.8,106.5,112.6,227.2,21,24.7,338.4,5.7,0.49
Jeju,Jeju,CJ2601,2015,5,2015-05-27,15.3,6.5,16.5,33.38,8.22,7.87,0.78,12.6,1.5,27.2,41.3,189,2.4,13.9,308.6,1.4,2.64
Jeju,Jeju,CJ2601,2015,8,2015-08-20,11,10,23.58,32.24,7.17,7.54,1.12,9.9,0.4,25.6,29.2,177.9,1.8,10.1,148.5,2.9,3.32
Jeju,Jeju,CJ2601,2015,11,2015-11-04,17,8.5,20.42,33.66,8.11,6.15,0.67,8.4,2.2,37.5,48,283.4,3.5,10.6,136.6,1.4,0.28
Jeju,Jeju,CJ2601,2016,2,2016-02-25,17,9,13.41,34.22,8.25,8.96,0.85,7.9,1.7,115.5,125,225,11.2,15.7,449,4,0.16
Jeju,Jeju,CJ2601,2016,5,2016-05-11,13,6.5,16.01,34.22,8.34,8.97,0.56,30.6,6.1,34.5,71.2,198.9,3.1,13.6,221.1,2.1,0.08
Jeju,Jeju,CJ2601,2016,8,2016-08-18,15,6.5,24.58,30.15,8.28,8.35,1.16,28.5,0.4,13.4,42.3,171.3,3.8,12.4,198,5.6,1.04
Jeju,Jeju,CJ2601,2016,11,2016-11-10,14,7,19.14,33.86,8.21,7.26,0.6,25.2,5.1,96.6,126.9,166.2,11.4,13.8,321.9,16.9,1.94
Jeju,Jeju,CJ2601,2017,2,2017-02-26,25,13,14.28,34.49,8.17,9.77,1.02,10.54,2.27,62.88,75.69,186.17,12.57,15.31,228.39,4.45,0.02
Jeju,Jeju,CJ2601,2017,5,2017-05-14,15,15,15.04,32.98,8.26,10.08,1.26,0.13,0.63,7.28,8.04,140,5.18,8.3,81.82,1.15,0.19
Jeju,Jeju,CJ2601,2017,8,2017-08-17,14,10,28.41,29.81,8.33,6.47,1.81,0.88,1.54,7.67,10.09,110.61,16.12,16.96,110.4,1.4,0.31
Jeju,Jeju,CJ2601,2017,11,2017-11-01,15,9,20.86,33.53,8.13,8.82,1.27,7.45,3.11,34.78,45.33,119.92,13.45,15.56,217.31,0.95,0.33
Jeju,Jeju,CJ2601,2018,2,2018-02-25,14,11.1,13.9,34.43,8.32,9.21,0.54,3.58,2.65,58.76,64.99,135.1,16.03,17.7,242.17,3.95,0.34
Jeju,Jeju,CJ2601,2018,5,2018-05-11,15,11.2,15.76,34.38,8.28,8.33,1.15,4,3.53,35.76,43.29,123.42,4.19,17.42,230.16,21.5,0.48
Jeju,Jeju,CJ2601,2018,8,2018-08-30,13,4.6,20.15,32.92,8.32,6.86,1.56,3.19,4.6,53.2,60.99,156.84,0.8,14.6,217.14,2.63,0.89
Jeju,Jeju,CJ2601,2018,11,2018-11-15,14,8.8,19.18,33.8,7.78,9.01,1.31,44.17,10.09,64.95,119.21,223.03,9.24,19.03,238.31,4.4,0.2
Jeju,Jeju,CJ2601,2019,2,2019-02-27,16,9.7,15.14,34.31,8.23,9.2,3.52,1.51,3.02,57.61,62.15,116.73,10.01,15.25,214.7,3.9,0.23
Jeju,Jeju,CJ2601,2019,5,2019-05-08,14,8.3,16.65,34.34,8.24,11.14,0.85,1.08,2.46,8.95,12.49,111.26,4.06,14.79,118.83,2.45,0.17
Jeju,Jeju,CJ2601,2019,8,2019-08-13,13,6.7,26.51,31.21,8.18,8.39,1.88,2.97,1.27,1.41,5.65,155.01,2.91,10.54,313.77,4.65,0.12
Jeju,Jeju,CJ2601,2019,11,2019-11-05,14,10.5,20.87,33.27,8.09,8.14,0.93,15.25,2.79,31.99,50.02,131.17,5.15,15.19,178.84,6.2,1.09
Jeju,Jeju,CJ2601,2020,2,2020-02-19,14,3.6,15.03,34.32,8.27,8.61,1.77,5.04,5.33,83.24,93.62,143.64,12.15,17.21,296.44,17.1,0.06
Jeju,Jeju,CJ2601,2020,5,2020-05-18,15,4.5,16.08,33.95,8.37,8.18,0.95,1.62,3.11,20.27,25,134.86,4.81,15.5,144.96,2.7,0.61
Jeju,Jeju,CJ2601,2020,8,2020-08-19,15,12.8,23.17,32.67,8.41,6.66,1.35,23.17,0.35,5.87,29.39,161.63,0.01,13.58,213.22,4.4,2.22
Jeju,Jeju,CJ2601,2020,11,2020-11-09,16,7,19.41,33.15,8.34,8.63,0.96,19.85,2.73,90.62,113.2,220.22,10.51,16.28,498.74,6.3,1.53
Jeju,Jeju,CJ2601,2021,2,2021-02-15,15,11,14.94,34.53,8.28,8.65,0.96,2.11,3.58,50.18,55.87,147.8,7.53,14.07,177.8,23.9,1.17
Jeju,Jeju,CJ2601,2021,5,2021-05-30,12,7,17.95,34.33,8.22,8.51,0.53,0.3,2.1,9.5,11.9,89.9,1.4,12.1,112.5,24.7,2.04
Jeju,Jeju,CJ2601,2021,8,2021-08-31,15,8.8,24.93,31.51,8.22,7.04,1.71,15.7,3.6,68.3,87.6,149.56,6.23,12.15,174.19,23.45,0.48
Jeju,Jeju,CJ2601,2021,11,2021-11-18,13,9,18.54,33.66,8.09,8.09,1.27,16.9,5.52,70.48,92.89,164.92,12.28,20.46,287.06,20.25,0.64
Jeju,Jeju,CJ2601,2022,2,2022-02-26,17,10,13.44,34.27,8.2,8.55,2,5.7,4.4,29.4,39.5,124.4,13.4,14.5,263.7,3.9,0.33
Jeju,Jeju,CJ2601,2022,5,2022-05-17,8,5,17.9,34.14,8.17,8.77,2.44,5.8,0.9,5.2,11.9,90.5,0,12.3,104,4.5,1.65
Jeju,Jeju,CJ2601,2022,8,2022-08-17,18,1,28.33,29.41,8.22,6.13,1.32,12.9,1.4,27.5,41.9,122.6,2.2,7.3,239.6,4.5,0.76
Jeju,Jeju,CJ2601,2022,11,2022-11-08,14,13,20.33,33.95,8,6.7,2.43,5.6,3.4,45.6,54.6,129.1,9.2,15.7,212.3,8.8,1.06
Jeju,Jeju,CJ2601,2023,2,2023-02-18,15,13,14.07,34.33,8.18,8.05,1.23,5.66,5.74,92.19,103.59,169.05,14.76,19.72,302.96,19.25,0.12
Jeju,Jeju,CJ2601,2023,5,2023-05-23,16,8,17.78,34.16,8.12,9.1,1.25,8.01,2.28,26.66,36.95,89.95,5.21,14.76,222.18,22.35,0.89
Jeju,Jeju,CJ2601,2023,8,2023-08-14,17,10,27.93,31.81,7.83,6.45,1.25,17.12,0.26,5.85,23.21,131.21,1.18,12.83,176.48,19.5,0.25
Jeju,Jeju,CJ2601,2023,11,2023-11-20,12,3.5,17.01,32.84,8.1,8.68,1.27,3.26,7.6,77.85,88.72,155.93,12.03,21.05,323.85,5.15,0.36
Jeju,Jeju,CJ2601,2024,3,2024-03-04,9.6,8,14.8,34.36,8.1,8.44,0.74,10.22,4.33,83.5,98.04,125.37,13.14,16.71,288.09,11.2,1.92
Jeju,Jeju,CJ2601,2024,5,2024-05-10,14,8,17.21,34.16,8.2,7.95,0.64,3.79,3.08,31.98,38.85,148.67,5.08,13.67,182.84,10.4,0.26
Jeju,Jeju,CJ2601,2024,8,2024-08-16,15,11,28.29,28.2,8.23,6.99,1.44,32.84,1.46,57.44,91.74,174.85,1.12,8.68,137.26,4.35,0.47
Jeju,Jeju,CJ2601,2024,11,2024-11-20,13.7,4.5,20.42,33.8,8.15,8.54,0.41,9.73,6.05,97.08,112.85,152.53,11.41,15.44,274.99,25.3,0.34
Jeju,Jeju,CJ2603,2014,2,2014-02-05,19,6.2,14.77,34.42,8.22,8.62,0.45,0.6,2.8,41.1,44.5,239.3,12.2,16.6,250.5,24.5,0.67
Jeju,Jeju,CJ2603,2014,5,2014-05-29,20,10,18.52,34.13,8.19,8.63,2.15,8,1.6,10.5,20.1,186,4.9,10.3,189.5,6.4,0.02
Jeju,Jeju,CJ2603,2014,8,2014-08-13,21,13,19.73,33.24,8.17,7.06,0.66,1.4,1.7,81,84.1,227.5,5.7,9.4,297.8,10.8,0.06
Jeju,Jeju,CJ2603,2014,11,2014-11-19,18,11,17.92,32.9,8.15,7.67,0.5,3.8,4.8,56.2,64.8,277.6,4.7,11.8,265.8,18,0.85
Jeju,Jeju,CJ2603,2015,2,2015-02-10,20,6.5,13.37,34.2,8.14,8.72,0.38,6,2.5,91.3,99.8,259.3,13,18.1,287.8,13.8,0.42
Jeju,Jeju,CJ2603,2015,5,2015-05-27,21.9,7,15.57,33.65,8.17,7.12,0.5,19.8,3.2,57.5,80.5,181.4,7.2,12.7,293.8,3.3,0.82
Jeju,Jeju,CJ2603,2015,8,2015-08-20,20,7,23.47,32.3,8.19,7.53,1.17,39.3,1.2,4.5,44.9,154.2,2,8.4,122,3,3.6
Jeju,Jeju,CJ2603,2015,11,2015-11-04,20,7.5,20.42,33.67,8.11,6.35,0.47,18,4.1,64.3,86.4,274.8,7.6,9.6,202.9,0.8,0.22
Jeju,Jeju,CJ2603,2016,2,2016-02-25,18,7,13.37,34.22,8.25,8.71,0.92,7.5,2.1,67.7,77.3,206.3,8.4,8.7,231.4,2.8,0.27
Jeju,Jeju,CJ2603,2016,5,2016-05-11,17.5,7.5,16.04,34.24,8.27,8.93,0.63,64.6,5.5,23.9,94,152.9,2.1,13,203.2,2.9,0.18
Jeju,Jeju,CJ2603,2016,8,2016-08-18,20,5.5,22.04,31.06,8.31,7.91,1.05,13.2,1,25.9,40.2,155.6,3.3,10.7,224.7,5.9,0.78
Jeju,Jeju,CJ2603,2016,11,2016-11-10,18,7,17.41,33.82,8.16,6.38,0.47,4.7,4,135.8,144.6,242.6,16.5,23.3,419.8,2,1.93
Jeju,Jeju,CJ2603,2017,2,2017-02-26,20,11,14.4,34.54,8.21,8.66,1.05,5.5,2.17,65.98,73.65,173.11,10.57,15.22,241.39,3.45,0.04
Jeju,Jeju,CJ2603,2017,5,2017-05-14,19,17,15.74,33.93,8.22,10.13,0.6,0.16,3.98,27.51,31.65,128.1,4.06,10.8,168.78,1.9,0.16
Jeju,Jeju,CJ2603,2017,8,2017-08-17,18,11,22.01,32.01,8.15,6.25,0.87,2.37,5.99,46.94,55.3,130.49,14.76,16.22,211.85,1.7,0.27
Jeju,Jeju,CJ2603,2017,11,2017-11-01,20,8.5,20.71,33.52,8.13,7.69,0.86,4.31,2.9,37.88,45.09,129.02,13.42,14.49,229.96,1.25,0.26
Jeju,Jeju,CJ2603,2018,2,2018-02-25,18,12,13.79,34.43,8.31,9.2,0.64,0.92,5.38,61.21,67.51,148.88,16.93,18.89,237.8,6.95,0.32
Jeju,Jeju,CJ2603,2018,5,2018-05-11,18,7.5,15.69,34.4,8.27,8.04,1.3,9.62,5.28,47.64,62.54,158.44,8.18,21.11,235.14,35.5,0.3
Jeju,Jeju,CJ2603,2018,8,2018-08-30,18,7.5,19.75,32.96,8.27,6.81,2.19,3.95,4.7,54.8,63.45,91.62,1.7,10.08,238,5.41,0.56
Jeju,Jeju,CJ2603,2018,11,2018-11-15,17,9.8,19.32,33.87,7.68,8.98,1.11,1.11,9.46,63.14,73.71,179.12,9.73,19.44,228.96,3.91,0.13
Jeju,Jeju,CJ2603,2019,2,2019-02-27,20,7.7,15.14,34.31,8.15,9.28,1.3,3.99,3.02,60.7,67.72,140.85,10.54,17.55,220.64,3.6,0.04
Jeju,Jeju,CJ2603,2019,5,2019-05-08,15,8.7,16.6,34.37,8.11,10.39,0.87,0.77,2.91,11.58,15.26,128.59,4.71,15.13,127.37,10.9,0.19
Jeju,Jeju,CJ2603,2019,8,2019-08-13,20,14.6,26.56,31.21,8.21,7.99,3.44,6.08,1.27,1.69,9.04,163.52,4.15,11.13,324.6,2.4,0.23
Jeju,Jeju,CJ2603,2019,11,2019-11-05,21,11.9,20.92,33.37,8.2,8.39,1.53,12.49,2.34,24.22,39.05,156.11,4.53,13.55,148.82,4.25,0.74
Jeju,Jeju,CJ2603,2020,2,2020-02-19,18.1,3.5,14.76,34.35,8.26,8.36,1.58,2.63,3.72,67.17,73.53,175.62,10.54,21.17,229.54,23.55,0.22
Jeju,Jeju,CJ2603,2020,5,2020-05-18,19,8.3,16.11,33.91,8.37,8.65,0.95,2.74,4.65,21.59,28.98,129.89,4.77,14.54,195.05,3.45,0.99
Jeju,Jeju,CJ2603,2020,8,2020-08-19,19,12.7,24.62,32.35,8.4,7.26,1.66,10.98,0.07,8.67,19.71,127.16,0.01,10.32,222.82,5.8,1.86
Jeju,Jeju,CJ2603,2020,11,2020-11-09,17,8.2,19.59,33.19,8.33,8.83,1.75,16.46,1.97,69.45,87.89,162.02,9.55,11.25,410.45,6.7,2.4
Jeju,Jeju,CJ2603,2021,2,2021-02-15,26,9.5,14.91,34.55,8.28,9.1,0.93,0.5,4.27,59.78,64.55,76.44,7.1,10.14,182.2,18.55,1.3
Jeju,Jeju,CJ2603,2021,5,2021-05-30,18,9,17.99,34.34,8.23,8.87,0.87,47.7,1.6,5.2,54.4,215,0.7,13.1,64.8,25.7,2.18
Jeju,Jeju,CJ2603,2021,8,2021-08-31,19,12.3,23.04,32.14,8.15,7.05,1.49,9.1,4.2,77.2,90.5,180.12,7.6,15.93,193.76,20.8,0.45
Jeju,Jeju,CJ2603,2021,11,2021-11-18,28.8,9,18.36,33.65,8.08,8.58,0.45,10.46,4.21,47.95,62.62,278.77,9.83,21.2,193.23,24.35,0.46
Jeju,Jeju,CJ2603,2022,2,2022-02-26,21,8,13.6,34.37,8.2,8.39,2.32,10,3.7,28.3,41.9,109.6,12.5,13.4,242.5,7.8,0.54
Jeju,Jeju,CJ2603,2022,5,2022-05-17,18,9,17.74,34.14,8.2,8.43,2.29,41.1,1.8,12.7,55.7,107.9,1.1,13.9,162.2,6,1.54
Jeju,Jeju,CJ2603,2022,8,2022-08-17,11,11,28.62,29.45,8.24,6.5,1.82,15.6,0.5,9.2,25.3,123.3,1.6,6.6,177,2.6,0.46
Jeju,Jeju,CJ2603,2022,11,2022-11-09,21,11,20.3,33.92,7.94,7.08,1.35,5.5,3.5,44.6,53.5,141.1,9,16.6,210.9,10.3,0.84
Jeju,Jeju,CJ2603,2023,2,2023-02-18,14,14,14.14,34.34,8.18,8.62,1,2.56,6.06,85.57,94.19,167.38,14.35,19.59,284.93,26,0.15
Jeju,Jeju,CJ2603,2023,5,2023-05-23,30,11,17.68,34.21,8.05,8.93,1.3,6.03,2.52,32.61,41.16,113.44,6.14,16.12,214.34,33.85,0.87
Jeju,Jeju,CJ2603,2023,8,2023-08-14,16,10.2,27.38,32,7.65,6.42,1.06,8.39,1.4,21.43,31.22,121.34,2.2,11.75,162.09,3.15,0.29
Jeju,Jeju,CJ2603,2023,11,2023-11-20,14,3.5,17.06,32.91,8.12,9.27,0.81,4.21,7.92,80.5,92.64,117.03,12.43,19.9,316.12,32.65,0.31
Jeju,Jeju,CJ2603,2024,3,2024-03-04,24,9.2,14.91,34.43,8.19,8.19,0.77,1.67,4.12,85.3,91.08,108.12,13.05,15.04,265.38,10.1,2.19
Jeju,Jeju,CJ2603,2024,5,2024-05-10,18,7.5,17.05,34.23,8.18,7.87,0.87,6.97,4.72,42.78,54.47,135.44,7.22,16.86,250.07,15.4,0.19
Jeju,Jeju,CJ2603,2024,8,2024-08-16,29,11.5,27.59,28.74,8.07,7.17,0.54,13.85,3.32,66.53,83.69,193.23,5.49,13.92,232.54,9.75,0.15
Jeju,Jeju,CJ2603,2024,11,2024-11-20,27,6.3,20.62,33.91,8.02,8.5,1.2,22.22,6.36,67.7,96.28,227.46,11.22,14.85,230.83,22.8,0.43
Jeju,Hallim,CJ2617,2014,2,2014-02-06,25,6.5,14.45,34.43,8.14,8.81,0.29,2.6,2.1,79.9,84.6,268.2,12.3,19.1,246.8,24.4,0.44
Jeju,Hallim,CJ2617,2014,5,2014-05-29,24,7,16.75,34.29,8.14,7.9,0.72,7.3,3.4,39.7,50.4,210.7,7.8,11.1,225.4,5.6,0.17
Jeju,Hallim,CJ2617,2014,8,2014-08-13,22,11,20.57,33.43,8.17,6.83,1.3,2.8,1,68.9,72.7,238.4,6,9.1,267,4.2,0.65
Jeju,Hallim,CJ2617,2014,11,2014-11-19,22,10,19.12,33.86,8.1,7.14,1.27,3.3,5.3,65.7,74.3,203,7.3,14.2,241,10.6,0.18
Jeju,Hallim,CJ2617,2015,2,2015-02-11,24,7,13.98,34.22,8.2,8.59,0.42,3,2.5,91.3,96.7,118.2,12,12.5,276,9.2,0.47
Jeju,Hallim,CJ2617,2015,5,2015-05-27,24.4,5.8,15.72,33.75,8.2,7.51,0.61,2.8,2.3,57.6,62.8,270.2,6.5,14,293.7,3.1,1.28
Jeju,Hallim,CJ2617,2015,8,2015-08-20,21,13,25.28,32.13,8.15,6.85,0.92,6.5,0.8,34.2,41.5,154.7,2,8.8,172.2,1.9,1.46
Jeju,Hallim,CJ2617,2015,11,2015-11-04,23,9.5,21.3,33.72,8.15,6.83,0.98,6.5,2.8,36.1,45.4,296.2,5.5,10.4,125.3,1.2,0.49
Jeju,Hallim,CJ2617,2016,2,2016-02-25,21,7.5,13.89,34.47,8.27,8.8,1,6.9,2.7,63.4,73,235.6,8.9,9.8,197.9,4.3,0.28
Jeju,Hallim,CJ2617,2016,5,2016-05-11,27,7.5,16.09,34.31,8.29,8.55,1.17,7.2,3.1,38,48.2,121.3,4.2,10,191.5,6.6,0.25
Jeju,Hallim,CJ2617,2016,8,2016-08-18,24,9,19.2,32.15,8.25,7.77,1,14.7,1,41.3,57,208.6,4.1,14,230.5,6.2,0.49
Jeju,Hallim,CJ2617,2016,11,2016-11-10,27,17,19.16,34.04,8.23,8.79,0.62,12.3,3.2,95.8,111.3,198.8,8.5,13,224.5,1.4,0.89
Jeju,Hallim,CJ2617,2017,2,2017-02-26,27,9.8,14.44,34.58,8.12,9.64,0.92,2.8,1.9,64.54,69.24,168.62,11.59,14.07,239.34,5,0.03
Jeju,Hallim,CJ2617,2017,5,2017-05-14,27,11.5,16.22,34.4,8.21,9.07,1.21,0.12,4.72,38.95,43.78,145.3,7.41,13.2,180.82,1.4,0.3
Jeju,Hallim,CJ2617,2017,8,2017-08-17,29,12,17.94,33.29,8.01,6.2,0.89,0.32,2.45,92.71,95.48,149.27,13.98,14.94,283.3,3.35,0.07
Jeju,Hallim,CJ2617,2017,11,2017-11-01,28,12.5,21.74,33.87,8.15,7.77,2.33,3.79,2.21,22.34,28.35,130.16,13.7,14.17,176.54,0.35,0.21
Jeju,Hallim,CJ2617,2018,2,2018-02-25,26,10,13.94,34.43,8.31,8.83,1.39,10.53,3.93,67.2,81.66,155.11,17.08,17.41,243.66,3.85,0.3
Jeju,Hallim,CJ2617,2018,5,2018-05-11,27,12.5,16.55,34.36,8.31,8.78,0.64,2.31,0.81,13.02,16.14,87.18,2.79,13.36,164.16,9.1,0.37
Jeju,Hallim,CJ2617,2018,8,2018-08-30,24,5.4,19.86,33.14,8.23,7.24,1.84,0.76,1.8,26.3,28.86,142.79,0.4,10.08,153.3,8.17,3.42
Jeju,Hallim,CJ2617,2018,11,2018-11-15,27,8,19.56,33.7,7.7,7.51,1.17,20.96,8.99,45.23,75.18,108.19,6.88,11.35,173.52,9.29,0.12
Jeju,Hallim,CJ2617,2019,2,2019-02-27,29,8.1,15.31,34.36,8.2,9.34,0.64,4.38,3.46,63.43,71.27,112.66,10.7,15.5,190.34,4.25,0.38
Jeju,Hallim,CJ2617,2019,5,2019-05-08,25,11.2,16.34,34.35,8.16,10.76,0.93,0.04,2.77,32.16,34.97,148.64,6.7,16.06,160.72,12.9,0.1
Jeju,Hallim,CJ2617,2019,8,2019-08-13,24,13,19.47,33.18,8.1,7.59,3.1,0.64,2.86,6.26,9.76,186.83,13.86,20.34,322.73,3.65,0.19
Jeju,Hallim,CJ2617,2019,11,2019-11-05,27,10.2,21.5,33.81,8.19,7.73,1.19,5.95,1.9,27.12,34.97,163.67,4.87,13.33,109.7,6.8,1.28
Jeju,Hallim,CJ2617,2020,2,2020-02-19,29,3,14.65,34.48,8.28,8.34,0.64,8.15,4.13,71.37,83.65,159.94,11.63,21.3,231.64,4.7,0.12
Jeju,Hallim,CJ2617,2020,5,2020-05-18,26.8,7,16.09,33.98,8.36,8.06,0.98,1.04,2.87,35.39,39.3,106.19,6.36,12.71,187.99,3.75,0.77
Jeju,Hallim,CJ2617,2020,8,2020-08-19,25,10.3,24.67,32.59,8.41,7.68,1.1,19.78,0.21,0.98,20.97,124.91,0.01,10.11,72.1,3.9,2.16
Jeju,Hallim,CJ2617,2020,11,2020-11-09,25,6.9,20.25,34.06,8.35,5.19,1.43,17.81,3.51,40.53,61.85,205.37,11.75,19.13,169.57,4.9,0.21
Jeju,Hallim,CJ2617,2021,2,2021-02-24,26,15,15.02,34.74,8.25,8.97,0.97,8.69,3.16,44.3,56.15,152.05,7.81,12.99,194.43,27.2,0.34
Jeju,Hallim,CJ2617,2021,5,2021-05-30,24,9,16.9,34.37,8.16,8.17,0.79,1.6,3.1,64.4,69.1,118,9.1,14.2,245.2,35,0.02
Jeju,Hallim,CJ2617,2021,8,2021-08-31,14,10,24.88,31.56,8.17,7.44,1.9,4.3,2.3,45.8,52.4,163.17,2.26,11.94,178.19,19.6,0.89
Jeju,Hallim,CJ2617,2021,11,2021-11-20,21.4,11,19.21,34.08,8.09,7.65,0.69,11.09,3.93,80.79,95.82,114.94,13.61,18.04,226.72,19.65,0.65
Jeju,Hallim,CJ2617,2022,2,2022-02-23,29,7,13.87,34.36,8.2,8.63,2.01,1.4,2.6,31.2,35.2,152.2,14.3,19.1,230.2,13.1,0.3
Jeju,Hallim,CJ2617,2022,5,2022-05-18,23,7,16.57,34.22,8.16,7.92,2.78,3.8,1.9,49.8,55.5,66.2,6.2,11,230.2,4.6,0.52
Jeju,Hallim,CJ2617,2022,8,2022-08-18,29,12,22.65,32.5,8.16,6.54,0.97,6.9,2.3,51.3,60.5,122.8,7.3,9.3,240.4,7.2,0.3
Jeju,Hallim,CJ2617,2022,11,2022-11-08,21,13,20.33,34.14,8.01,6.22,2.31,5.8,2.1,68.5,76.5,169,12,18.8,269.5,5.7,0.78
Jeju,Hallim,CJ2617,2023,2,2023-02-17,26,13,14.36,34.42,8.45,8.65,1.24,11.44,5.91,84.08,101.43,164.04,14.04,19.44,260.82,70.6,0.07
Jeju,Hallim,CJ2617,2023,5,2023-05-23,22,8,17.64,34.28,8.24,8.97,1.48,7.01,1.99,38.43,47.43,107.87,7.1,14.29,229.32,22.45,1.13
Jeju,Hallim,CJ2617,2023,8,2023-08-15,23,18,27.82,32.47,7.28,6.44,1.56,1.16,0.8,4.75,6.71,105.07,0.25,10.26,122,2.75,0.46
Jeju,Hallim,CJ2617,2023,11,2023-11-20,18,5.5,19.89,34.28,8.11,7.23,0.33,5.01,2.9,67.31,75.22,122.16,11.22,17.83,266.67,9,0.47
Jeju,Hallim,CJ2617,2024,2,2024-02-28,27,11,15.49,34.42,8.19,8.48,1.25,3.88,4.26,84.35,92.48,176.22,13.52,16.4,257.38,8.5,0.6
